MAG Id;Sample;Accession;CheckM Completeness;CheckM Contamination;CheckM Strain heterogeneity;Anvio Completion;Anvio Redundancy;GTDB Taxonomy;Checkm Taxonomy;Anvio Domain;Dereplication Cluster;Representative MAG;Genome size;# scaffolds;N50 (scaffolds);Longest scaffold;# ambiguous bases;# predicted genes;Translation table;Coding density;GC Content;GC Content (sd);High Quality;EMOSE_N010000413;EMOSE_N010000990;EMOSE_N010000419;EMOSE_N020000414;EMOSE_N010000414;EMOSE_N010000416;EMOSE_N010000415;EMOSE_N010000417;EMOSE_N030000421;EMOSE_N030000991;EMOSE_N010000418;EMOSE_N010000424;EMOSE_N010000407;EMOSE_N010000368;EMOSE_N010000401;EMOSE_N010000995;EMOSE_N010000372;EMOSE_N010000405;EMOSE_N010000411;EMOSE_N020000340;EMOSE_N010000340;EMOSE_N010000344;EMOSE_N010000346;EMOSE_N020000684;EMOSE_N030000829;EMOSE_N040000340
ETHSEQ0000004025_metabat2_a26.c2k.e500.30;EMOSE_N010000414;ERR2098369;88,15;0,83;50;95,68;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2065698;230;15467;111989;3470;2034;11;0,908384478;0,425342397;0,019474768;VERDADERO;13,48232039;15,70946796;12,75334883;17,08771217;12,59748804;19,58413543;11,12481243;17,328397;17,32111574;18,26780957;6,666558478;9,385397652;21,4842073;19,547366;13,68605648;11,28878904;23,07041752;25,18914813;19,89090261;22,27881591;19,71335387;24,94344391;18,03353052;14,81172287;19,5406323;40,22377304
ETHSEQ0000004035_metabat2_a26.c2k.e500.38;EMOSE_N010000368;ERR2098379;87,84;0,31;50;95,68;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2081244;120;43625;117332;8110;1938;11;0,900730044;0,426415755;0,015862147;VERDADERO;13,22033925;15,35811992;12,54035133;16,581066;11,99971133;19,17919042;10,96643092;16,90802783;16,82810617;17,83537467;6,51243725;9,111156583;21,059;19,29110192;13,26461842;11,12783083;22,56325167;24,45054083;19,36398825;21,43046;19,19175967;24,10881583;17,58496375;14,453493;19,0406985;39,15742083
ETHSEQ0000004024_metabat2_a26.c2k.e500.20;EMOSE_N020000414;ERR2098368;90,74;0,74;50;97,84;1,44;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2136134;148;26378;157890;7320;2028;11;0,898490919;0,42611191;0,017068488;VERDADERO;13,38639777;15,52354635;12,63317547;17,00050878;12,25298101;19,46955088;11,13165054;16,97361135;17,12799453;18,00271405;6,608722635;9,269628986;21,09483257;19,44264243;13,71043628;11,15761878;22,67822926;24,81672703;19,61923743;21,71443662;19,19200196;24,34467385;17,87082182;14,51571277;19,14141128;39,53353176
ETHSEQ0000004033_metabat2_a26.c2k.e500.88;EMOSE_N010000407;ERR2098377;90,25;0,8;50;97,84;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2154139;137;35964;168310;8120;2038;11;0,899701458;0,425992967;0,018563509;VERDADERO;13,36612401;15,69819599;12,76929036;16,99391971;12,25556876;19,62945978;11,26076307;17,17316766;17,23250255;18,31430883;6,537942701;9,290116204;21,6024;19,37363869;13,75606423;11,20171066;22,60596204;24,84367007;19,7471854;21,93805036;19,62663942;24,39691898;17,99174219;14,68112533;19,34980336;39,80832044
ETHSEQ0000004021_metabat2_a26.c2k.e500.75;EMOSE_N010000413;ERR2098365;87,19;1,56;28,57;96,4;1,44;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2094867;190;20691;102691;5910;2046;11;0,902648712;0,425180604;0,016013011;VERDADERO;13,94686532;15,91431605;12,91018711;17,19192158;12,41439689;19,96374379;11,40081221;17,55440695;17,36079316;18,42713195;6,751795316;9,555085053;21,65713305;19,71631363;13,75862779;11,43395921;23,21967368;25,33937632;20,05751716;22,35782153;19,90699121;25,06137158;18,22759274;14,84822863;19,78187821;40,32897316
ETHSEQ0000004028_metabat2_a26.c2k.e500.1;EMOSE_N010000417;ERR2098372;91,48;0,56;50;97,84;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2132499;150;28938;96441;5740;2017;11;0,907929148;0,426657651;0,016689759;VERDADERO;13,41375473;15,7026454;12,68960607;16,88365167;12,25353047;19,66753207;11,15566747;17,67390953;17,32739353;18,10034407;6,7024452;9,402143267;21,4387516;19,4196726;13,58401793;11,30355427;22,827652;24,86047267;19,66668087;21,91552967;19,44023573;24,60018067;17,90795333;14,7599328;19,42086993;39,82830933
ETHSEQ0000004046_metabat2_a26.c2k.e500.30;EMOSE_N010000411;ERR2098390;91,48;0,43;33,33;98,56;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2105034;120;33335;176370;7410;1977;11;0,905268038;0,42576601;0,015128511;VERDADERO;13,49386225;15,74667167;12,85943642;17,0629085;12,27088758;19,85520692;11,255266;17,44012583;17,46481142;18,3109085;6,6779755;9,463326417;21,65971767;19,6359225;13,63334292;11,37641775;23,08191408;25,13238792;20,16657167;22,0485705;19,72552558;24,76223583;18,23321908;14,75907558;19,57142642;40,24726917
ETHSEQ0000004027_metabat2_a26.c2k.e500.42;EMOSE_N010000415;ERR2098371;83,77;0,79;40;93,53;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;1883778;278;8830;65723;1740;1891;11;0,918071556;0,425620524;0,018056186;FALSO;14,21303248;16,51083842;13,44751978;17,96335601;12,94536245;20,81808284;12,29205964;18,29707835;18,45343665;19,17497115;7,066085252;9,943491079;22,66193741;20,54841655;14,36016935;11,9223354;24,41544676;26,46956331;20,93352511;23,39852914;20,84512266;26,2735723;18,96487273;15,49620104;20,59368813;42,32075827
ETHSEQ0000004065_metabat2_a26.c2k.e500.44;EMOSE_N030000829;ERR2098409;89,2;0,19;0;98,56;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2057549;102;42595;173224;6320;1929;11;0,909075312;0,426008505;0,01555571;VERDADERO;13,38799627;15,63388382;12,65644941;16,8341302;12,21095333;19,47112059;11,09840471;17,27515618;17,16010873;18,15532176;6,625793627;9,388180392;21,32466578;19,40845833;13,33983069;11,27087461;22,74639216;24,8152402;19,54315382;21,87196755;19,5739801;24,68871275;17,82909059;14,72105186;19,63657324;39,88799804
ETHSEQ0000004036_metabat2_a26.c2k.e500.2;EMOSE_N010000401;ERR2098380;86,02;1,76;75;91,37;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;1941089;251;12223;65519;2230;1945;11;0,916915196;0,425588452;0,017139747;FALSO;14,0547106;16,41924426;13,19324263;17,6614357;12,68809382;20,5044757;11,53506801;18,04429964;18,03251386;19,02419327;6,951469522;9,916638167;22,41089175;20,20011689;14,61341386;11,78801805;23,98330677;26,16649562;20,60958247;22,94183944;20,44127414;25,84246972;18,75067924;15,30879984;20,28552112;41,57905976
ETHSEQ0000004055_metabat2_a26.c2k.e500.7;EMOSE_N010000340;ERR2098399;91,23;0,93;66,67;98,56;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2138615;133;33066;166507;6720;2016;11;0,903881718;0,426022858;0,016723186;VERDADERO;13,24662684;15,31798316;12,59140714;16,74972947;12,06972872;19,41473338;11,07996955;17,0377294;17,05852692;17,85456812;6,446553609;9,129449774;21,01512015;18,99444338;13,35018541;11,09700842;22,49286368;24,37949699;19,33657481;21,69752271;19,50790789;24,19690827;17,60719827;14,55285556;19,05767038;38,94128045
ETHSEQ0000004054_metabat2_a26.c2k.e500.81;EMOSE_N020000340;ERR2098398;80,52;0;0;63,31;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";k__Bacteria;BACTERIA (0.6);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2067950;121;38693;153026;6810;1905;11;0,899229672;0,42615834;0,017832804;FALSO;13,33198876;15,41980413;12,52287347;16,68874;12,22857165;19,21995504;11,02992223;17,01164198;17,24678397;18,00779231;6,450622066;9,286742479;21,03295281;19,14977388;13,63166256;10,99932884;22,46532975;24,48580909;19,26245702;21,75923306;19,22793504;24,19900909;17,85606058;14,6756338;19,29631331;39,21846116
ETHSEQ0000004037_metabat2_a26.c2k.e500.47;EMOSE_N010000995;ERR2098381;88,7;1,6;33,33;97,12;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2019845;222;16064;83506;3430;1980;11;0,913783483;0,425076187;0,020355017;VERDADERO;13,70750342;16,12860257;12,99332514;17,37612189;12,55445761;20,12152883;11,43830739;17,59088865;17,81052009;18,6477909;6,789853468;9,579874144;21,92706018;19,86798923;13,9886195;11,93775099;23,5760509;25,67738243;20,26177;22,67799284;20,14042667;25,3922009;18,41425883;15,09002518;19,87357541;41,08756351
ETHSEQ0000004030_metabat2_a26.c2k.e500.47;EMOSE_N030000991;ERR2098374;91,23;0,46;100;98,56;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2057578;151;24790;100535;5110;1957;11;0,909560658;0,425597866;0,016587639;VERDADERO;13,79294238;15,96833881;12,83671497;17,16140987;12,40268795;19,98853914;11,30154947;17,54290987;17,48778305;18,81271192;6,807117219;9,525357483;21,73178609;19,63101046;13,77934709;11,4823343;23,36616358;25,49824305;20,05225298;22,32700265;19,99592755;25,25462848;18,41119967;14,90449113;19,74345099;40,58136093
ETHSEQ0000004057_metabat2_a26.c2k.e500.78;EMOSE_N010000346;ERR2098401;88,43;0,37;50;80,58;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (0.6);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2058088;110;39980;157563;7310;1930;11;0,903289364;0,425844728;0,014427951;FALSO;13,32229145;15,669361;12,54135664;16,84157409;12,169733;19,48715482;11,20359682;17,06883845;17,20904891;18,14781982;6,611467182;9,327598909;21,371601;19,30784418;13,52353782;11,26215182;22,90197091;24,84892736;19,61483091;21,87030973;19,48246782;24,69527755;18,22808982;14,53323309;19,22876582;39,73142727
ETHSEQ0000004069_metabat2_a26.c2k.e500.10;EMOSE_N040000340;ERR2196984;88,09;0,31;50;97,12;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2170017;133;36563;174901;6420;2042;11;0,905050513;0,426443557;0,017562017;VERDADERO;13,15423481;15,30592195;12,47441805;16,6789618;12,0360785;19,11623391;11,01696797;16,96061857;17,30799143;17,97522511;6,583291579;9,45089782;21,06058842;19,35677286;14,10913256;10,99112436;22,21574789;24,46421053;19,4973;21,86205564;19,42239248;24,13258346;17,76493414;14,36306992;18,97367541;39,53675038
ETHSEQ0000004023_metabat2_a26.c2k.e500.62;EMOSE_N010000419;ERR2098367;89,63;1,05;75;97,84;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (1.0);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;2081113;171;20472;105414;4700;1999;11;0,913275252;0,426243719;0,015552951;VERDADERO;13,61260813;15,83911257;13,08599129;17,10004731;12,29891626;19,7576731;11,24264836;17,38851649;17,59727766;18,31448643;6,752005497;9,515045205;21,59235789;19,54329427;13,75137971;11,47216965;23,1055655;25,27215497;20,03913415;22,33197193;19,87387018;25,10477251;18,17507719;14,89565713;19,62740468;40,49774912
ETHSEQ0000004045_metabat2_a26.c2k.e500.91;EMOSE_N010000405;ERR2098389;84,26;0,68;66,67;94,96;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245";c__Gammaproteobacteria;BACTERIA (0.9);20_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.30.fa;1991569;103;41893;172770;6810;1833;11;0,904435648;0,425920225;0,013850263;FALSO;13,22936806;15,30134447;12,41919583;16,55706262;11,90471961;19,14475932;10,96854117;16,91146767;17,09358583;17,75715019;6,431008252;9,154554369;20,93154563;18,8167067;13,24594602;11,10069126;22,38878981;24,66319903;19,37470563;21,56230583;19,20554243;24,23527087;17,5442866;14,35402136;18,97356388;39,17322913
ETHSEQ0000004031_metabat2_a26.c2k.e500.10;EMOSE_N010000418;ERR2098375;55,33;1,74;0;62,59;0,72;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (0.7);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;855577;272;3209;11269;190;1057;11;0,952755859;0,330797639;0,021110474;FALSO;16,55077283;20,2652239;15,27064915;17,57705331;12,73482335;21,21813125;11,19787437;19,54514779;16,834285;17,02133743;8,555881471;12,14651092;34,42623676;33,98524007;19,77158272;17,03164022;30,51433419;42,4974739;26,32794596;29,16284596;22,68660625;35,15570368;28,95054081;12,47985364;16,02016982;53,51321691
ETHSEQ0000004064_metabat2_a26.c2k.e500.59;EMOSE_N020000684;ERR2098408;85,56;10;6,45;91,37;5,76;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1807976;273;10539;45037;540;2002;11;0,950985522;0,326719729;0,018893098;FALSO;15,1485478;18,63626172;13,92010407;16,51261725;11,61773582;19,71618974;10,56645755;18,1397511;15,47141326;15,86649549;6,787708608;10,45629088;31,3786652;29,77629231;16,72153242;15,63075974;28,20536044;37,78516374;24,61201905;27,11094835;21,51696667;31,13304286;28,01252674;13,79011216;17,26157418;49,35819597
ETHSEQ0000004022_metabat2_a26.c2k.e500.14;EMOSE_N010000990;ERR2098366;88,04;3,04;0;95,68;1,44;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1579862;79;45984;231258;1900;1635;11;0,945261675;0,328775978;0,014949119;VERDADERO;16,33832152;19,99335063;14,98384709;17,67326709;12,51451013;21,10366456;11,61984785;19,2742962;16,88807595;17,09577215;7,016350253;10,79563405;33,41028987;31,37673797;17,23297215;16,53053114;30,13379114;39,61717089;26,05229494;29,01781013;22,97887215;32,87726076;30,17307342;14,42290975;18,41172127;51,68707468
ETHSEQ0000004044_metabat2_a26.c2k.e500.60;EMOSE_N010000372;ERR2098388;88,21;1,21;0;96,4;0,72;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1525434;60;68556;216765;1900;1565;11;0,944186376;0,329054685;0,014584956;VERDADERO;15,471075;19,19898833;14,3846515;16,93289667;12,03782617;19,97292167;10,762644;18,377125;15,99927833;16,03432833;6,627446833;10,556519;31,91261333;30,50493333;16,90876983;15,80929333;29,26837667;38,44157167;25,228185;27,77193333;21,98972667;31,83751833;28,64809167;13,87848367;17,80672;49,85088667
ETHSEQ0000004026_metabat2_a26.c2k.e500.28;EMOSE_N010000416;ERR2098370;88,64;7,61;4,17;96,4;4,32;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1660258;103;49157;129598;1310;1735;11;0,94893384;0,327122369;0,017150991;FALSO;16,42508544;20,10310874;15,12592883;17,98427864;12,59360068;21,56779903;11,46941563;19,3776699;16,86607961;17,12508835;7,113679515;10,70546544;33,97663495;31,36327087;16,99460097;16,8778535;30,25939806;39,9520835;26,65560194;29,30134563;23,19666602;33,03345922;30,66583495;15,59071825;19,83213019;52,86909417
ETHSEQ0000004032_metabat2_a26.c2k.e500.9;EMOSE_N010000424;ERR2098376;86,25;6,45;0;95,68;5,76;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1754246;217;14805;113866;660;1921;11;0,950119311;0,326468733;0,019575462;FALSO;14,8959923;18,38193512;13,66283147;16,11609309;11,34152406;19,49031968;10,49314138;17,72796622;15,35374373;15,49230724;6,537730599;10,54812664;30,80414101;28,89619046;16,18838396;15,53387502;27,85602581;36,98241613;24,22633272;26,44597788;20,98908604;30,72163825;27,91825714;13,43501184;17,3304376;48,69134562
ETHSEQ0000004025_metabat2_a26.c2k.e500.4;EMOSE_N010000414;ERR2098369;85,82;12,5;2,7;94,24;5,76;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1860763;263;10413;50988;840;2062;11;0,951397357;0,3253839;0,01938884;FALSO;15,25605582;18,77133814;14,04311156;16,53861475;12,17984932;19,67380297;10,74812757;18,18096916;15,58241802;15,86479578;6,810776502;10,35041665;31,60903004;29,90897589;16,72773947;15,82736525;28,38452817;38,00487452;24,76059749;27,48458338;21,49052992;31,51347878;28,30101293;13,82550061;17,46306616;49,84265513
ETHSEQ0000004035_metabat2_a26.c2k.e500.13;EMOSE_N010000368;ERR2098379;88,28;0,43;0;96,4;0;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1429513;27;118442;197643;2200;1452;11;0,94286166;0,329249436;0,011378443;VERDADERO;15,73264444;19,22664815;14,39369852;16,7754037;12,15741815;20,07351111;10,50119185;18,40616667;15,84968667;15,91842222;7,410782963;11,59629407;32,47321481;32,41673333;18,77969259;16,41466667;28,81794815;40,02777407;25,09021111;27,46977778;21,47815185;33,52828519;27,3275;11,65516593;15,2394;51,06461111
ETHSEQ0000004021_metabat2_a26.c2k.e500.71;EMOSE_N010000413;ERR2098365;86,25;0,87;0;96,4;0;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1441467;64;38335;153178;1800;1494;11;0,94611323;0,329155284;0,0125802;VERDADERO;16,16574844;19,54726562;14,78470047;17,33481563;12,28145453;20,69219375;11,06352531;18,98221406;16,33594531;16,77039688;7,378739844;11,50372266;33,45739219;32,13232344;18,25724062;16,4710875;29,41031406;40,47365625;25,73292813;28,4548625;22,19318437;33,97800625;28,42304688;13,02751094;16,26748125;51,87332188
ETHSEQ0000004028_metabat2_a26.c2k.e500.20;EMOSE_N010000417;ERR2098372;87,34;1,88;0;94,96;0,72;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1517324;75;48675;146473;1100;1554;11;0,947274939;0,328858401;0,01410034;VERDADERO;16,46676533;19,98743733;15,36362933;17,932588;12,68722427;21,57460667;11,6279656;19,86212933;17,00265653;17,139756;7,2148956;11,18304747;33,94034533;31,83039867;17,93233867;17,0227116;30,46998933;40,946096;26,77707733;28,786448;22,88879067;33,56553467;30,04851067;14,49715227;18,34264267;52,77454133
ETHSEQ0000004046_metabat2_a26.c2k.e500.94;EMOSE_N010000411;ERR2098390;88,72;0,43;0;96,4;0;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1425806;24;88138;245351;2000;1432;11;0,942156226;0,329365096;0,009628918;VERDADERO;15,76195;19,51975;14,90245833;17,15589583;12,38747958;20,60205;10,92816667;18,82489583;16,16816667;16,43781667;7,325469583;11,59349083;33,24982083;32,61446667;18,6400375;16,57262083;29,51565;40,52753333;25,75965417;28,1612625;21,98749583;33,87130833;28,06707083;12,49854583;15,78475417;51,733825
ETHSEQ0000004065_metabat2_a26.c2k.e500.85;EMOSE_N030000829;ERR2098409;87,63;1,49;0;95,68;3,6;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1529504;53;74033;184356;1610;1561;11;0,946226358;0,328687069;0,014733649;VERDADERO;15,12222491;18,59839811;14,10170208;16,56123509;11,85242491;19,8677666;10,58610358;18,26354094;15,47408358;15,73433585;6,615123208;10,29821943;31,41521321;29,47615472;16,67454717;15,85917792;28,39175283;37,58756981;24,52966226;26,99249434;21,23387698;31,09493585;27,92449057;13,21971377;16,9642517;49,11299245
ETHSEQ0000004036_metabat2_a26.c2k.e500.17;EMOSE_N010000401;ERR2098380;87,19;13,49;5,13;96,4;5,04;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1768230;188;19936;96087;810;1934;11;0,949256601;0,325540053;0,02109616;FALSO;13,86401963;16,99786867;12,62591819;15,032965;10,57630638;18,09607335;9,571258404;16,37037941;14,21111191;14,44467059;6,081852128;9,287801383;28,50811649;26,80886904;15,64415691;14,2936341;25,59929404;34,18700904;22,57730027;24,89322059;19,88603516;28,42755181;26,27352904;12,44315872;16,14204053;45,09965372
ETHSEQ0000004055_metabat2_a26.c2k.e500.71;EMOSE_N010000340;ERR2098399;88,28;1,3;0;96,4;2,16;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1492505;36;72587;239218;1600;1521;11;0,944967019;0,329057854;0,009755364;VERDADERO;15,22884167;18,85871944;14,09249083;16,41023889;11,85457889;19,76380833;10,53789528;17,93396389;15,38264278;15,63894444;6,900699722;10,83621306;31,41282778;30,94027222;17,82180833;16,00393611;28,233725;38,82055833;24,47905556;26,90413611;21,31291111;31,993725;27,12298889;12,49882917;15,89321111;49,45685556
ETHSEQ0000004054_metabat2_a26.c2k.e500.89;EMOSE_N020000340;ERR2098398;88,06;0,43;0;94,96;0;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345";c__Alphaproteobacteria;BACTERIA (1.0);66_1;ETHSEQ0000004046_metabat2_a26.c2k.e500.94.fa;1372293;16;206378;318158;2100;1386;11;0,942098371;0,329348493;0,009575917;VERDADERO;16,2873625;19,92964375;15,23838125;17,12304375;12,34506125;20,677925;11,00560188;19,3423;16,63395;16,54944375;7,531455625;12,00681188;33,36756875;33,18339375;19,309025;17,1017875;30,42038125;41,656075;25,6821125;28,592475;22,2554375;34,512225;28,17301875;12,24208125;15,734775;52,91416875
